id,text,initiative,lawnr,datesubmission,mainNL,subNL,year,majortopic,subtopic ,typebill,EUlinkconsiderans,EUinttitle,EUmentionconsiderans,EUref,amendments,motions
3482,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Buitenlandse Zaken (V) voor het jaar 1998 (wijziging samenhangende met de Voorjaarsnota),0,26012,,,,1998,,,begroting,,,,,0,0
3483,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Defensie (X) voor het jaar 1998 (wijziging samenhangende met de Voorjaarsnota),0,26007,,,,1998,,,begroting,,,,,0,0
3484,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Algemene Zaken (III) voor het jaar 1998 (wijziging samenhangende met de Voorjaarsnota),0,26008,,,,1998,,,begroting,,,,,0,0
3485,"Wijziging van de Ziekenfondswet, de Wet tarieven gezondheidszorg en de Wet ziekenhuisvoorzieningen in verband met wijzigingen in de taak, samenstelling en werkwijze van de in de wetten geregelde bestuursorganen, alsmede wijziging van andere wetten in verband daarmee (uitvoeringsorganen volksgezondheid)",0,26011,23/04/1998,3,302,1998,3,302,gewoon wetsvoorstel,0,0,0,,2,0
3486,Voorstel van wet van het lid Bijleveld-Schouten houdende wijziging van het Burgerlijk Wetboek en enige andere wetten in verband met het stellen van regels inzake het combineren van arbeid en zorg,1,26009,NA,13,1309,1998,13,1308,gewoon wetsvoorstel,0,0,0,,0,0
3487,Wijziging van de Gemeentewet en de Provinciewet inzake de behandeling van bezwaarschriften door commissies,0,26014,24/04/1998,20,2002,1998,20,2002,gewoon wetsvoorstel,0,0,0,,0,0
3488,Wijziging van de IJkwet in verband met de erkenning van ijkbevoegden,0,26013,24/04/1998,17,1799,1998,17,1799,gewoon wetsvoorstel,1,0,1,,0,0
3489,"Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer (XI) voor het jaar 1998 (wijziging samenhangende met de Voorjaarsnota)",0,26017,,,,1998,,,begroting,,,,,0,0
3490,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Justitie (VI) voor het jaar 1998 (wijziging samenhangende met de Voorjaarsnota),0,26021,,,,1998,,,begroting,,,,,0,0
3491,"Vaststelling van een Beginselenwet justitiële jeugdinrichtingen en daarmee verband houdende wijzigingen van het Wetboek van Strafrecht, het Wetboek van Strafvordering en de Wet op de jeugdhulpverlening alsmede enige andere wetten (Beginselenwet justitiële jeugdinrichtingen)",0,26016,27/04/1998,12,1206,1998,12,1206,gewoon wetsvoorstel,0,0,0,,3,2
3492,"Aanpassing van de Wet op de loonbelasting 1964, de Wet op de inkomstenbelasting 1964, de Coördinatiewet Sociale Verzekering en in samenhang daarmee enige andere wetten naar aanleiding van de voorstellen van de werkgroep Fiscale behandeling van pensioenen (Wet fiscale behandeling van pensioenen)",0,26020,29/04/1998,1,107,1998,1,107,gewoon wetsvoorstel,0,0,0,,13,0
3493,Voorstel van wet van het lid Van Ardenne-van der Hoeven tot wijziging van de bepalingen betreffende pensioen in de Uitkeringswet tegemoetkoming twee tot vijfjarige diensttijd veteranen,1,26019,NA,16,1608,1998,16,1608,gewoon wetsvoorstel,0,0,0,,0,0
3494,"Wijziging van het Wetboek van Strafrecht, het Wetboek van Strafvordering, de Wet op de rechterlijke organisatie en het voorstel voor een Penitentaire beginselwet (strafrechtelijke opvang verslaafden)",0,26023,06/05/1998,12,1205,1998,12,1205,gewoon wetsvoorstel,0,0,0,,4,3
3495,Wijziging van de begroting van de uitgaven en de ontvangsten van het Kabinet voor Nederlands-Antilliaanse en Arubaanse Zaken (IV) voor het jaar 1998 (wijziging samenhangende met de Voorjaarsnota),0,26026,,,,1998,,,begroting,,,,,0,0
3496,Voorstel van wet van het lid jhr. R.A. Meyer tot wijziging van de Wet op de adeldom om enige onrechtvaardigheden in het overheidsbeleid ten aanzien van adellijke ouders en hun kinderen weg te nemen,1,26028,NA,2,202,1998,2,202,gewoon wetsvoorstel,0,0,0,,0,0
3497,"Wijziging van het Wetboek van Strafvordering, de Wet op de rechterlijke organisatie en enkele andere wetten met betrekking tot het beroep in cassatie in strafzaken (uitsluiting beroep in lichte overtredingszaken en invoering verplichte schriftuur van een advocaat)",0,26027,08/05/1998,12,1210,1998,12,1210,gewoon wetsvoorstel,0,0,0,,4,0
3498,"Voorstel van wet van de leden Dittrich, Swildens-Rozendaal en O.P.G. Vos tot wijziging van het Wetboek van Strafrecht en het Wetboek van Strafvordering (strafbaarstelling van belaging)",1,25768,NA,12,1210,1998,12,1210,gewoon wetsvoorstel,0,0,0,,0,0
3499,"Goedkeuring van de op 16 december 1997 te Brussel tot stand gekomen Protocollen bij het Noord-Atlantische Verdrag betreffende de toetreding van de Republiek Hongarije, de Republiek Polen en de Tsjechische Republiek",0,26032,12/05/1998,16,1602,1998,16,1602,goedkeuring verdrag,0,3,0,,0,1
3500,Wijziging van de begroting van de uitgaven en de ontvangsten van het Spaarfonds AOW voor het jaar 1998 (wijziging samenhangende met de Voorjaarsnota),0,26037,,,,1998,,,begroting,,,,,0,0
3501,"Wijziging van de Algemene pensioenwet politieke ambtsdragers (pensioenopbouw, waarde-overdracht en waarde-overname alsmede enige andere onderwerpen)",0,26043,18/05/1998,5,509,1998,5,503,gewoon wetsvoorstel,0,0,0,,8,5
3502,"Wijziging begroting van uitgaven en ontvangsten van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 1997 (Slotwet)",0,26042,,,,1998,,,begroting,,,,,0,0
3503,Wijziging begroting van uitgaven en ontvangsten van het Ministerie van Sociale Zaken en Werkgelegenheid (XV) voor het jaar 1997 (Slotwet),0,26041,,,,1998,,,begroting,,,,,0,0
3504,Wijziging begroting van uitgaven en ontvangsten van het Ministerie van Algemene Zaken (III) voor het jaar 1997 (Slotwet),0,26039,,,,1998,,,begroting,,,,,0,0
3505,Wijziging begroting van uitgaven van het Huis der Koningin (I) voor het jaar 1997 (Slotwet),0,26038,,,,1998,,,begroting,,,,,0,0
3506,"Wijziging van de Kieswet, ter nadere uitvoering van richtlijn nr. 93/109/EG van de Raad van de Europese Unie van 6 december 1993 tot vaststelling van de wijze van uitoefening van het actief en passief kiesrecht bij de verkiezingen voor het Europees Parlement ten behoeve van burgers van de Unie die verblijven in een lidstaat waarvan zij geen onderdaan zijn (PbEG L 329)",0,26052,28/05/1998,2,206,1998,2,206,gewoon wetsvoorstel,1,1,8,,0,0
3507,"Inwerkingtreding van het koninklijk besluit van 20 maart 1998, houdende wijziging van het Varkensbesluit (herstructurering varkenshouderij) (Stb. 214)",0,25953,02/06/1998,4,407,1998,7,711,gewoon wetsvoorstel,0,0,0,,0,7
3508,Wijziging van de begroting van de uitgaven en ontvangsten van het Ministerie (VI) van Justitie voor het jaar 1997 (Slotwet),0,26067,,,,1998,,,begroting,,,,,0,0
3509,Wijziging van de Wet tarieven gezondheidszorg in verband met herstel van een bij de aanpassing van die wet aan de derde tranche Algemene wet bestuursrecht ontstane omissie (herstel goedkeuringsgronden WTG),0,26062,05/06/1998,3,302,1998,3,302,gewoon wetsvoorstel,0,0,0,,0,0
3510,Wijziging van de Ziektewet en enkele andere wetten in verband met de uitsluiting van het recht op een socialezekerheidsuitkering en het openstellen van socialezekerheidregelingen in die gevallen waarin de tenuitvoerlegging van een vrijheidsstraf of een vrijheidsbenemende maatregel buiten een justitiële inrichting plaatsvindt (Wet socialezekerheidsrechten gedetineerden),0,26063,08/06/1998,13,1304,1998,13,1304,gewoon wetsvoorstel,0,0,0,,8,6
3511,Wijziging van de begroting van de uitgaven en de ontvangsten van het Provinciefonds voor het jaar 1997 (slotwet),0,26074,,,,1998,,,begroting,,,,,0,0
3512,Wijziging van de begroting van de uitgaven en de ontvangsten van het Fonds Economische Structuurversterking voor het jaar 1997 (slotwet),0,26073,,,,1998,,,begroting,,,,,0,0
3513,"Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Onderwijs, Cultuur en Wetenschappen (VIII) voor het jaar 1997 (slotwet)",0,26072,,,,1998,,,begroting,,,,,0,0
3514,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Binnenlandse Zaken (VII) voor het jaar 1997 (slotwet),0,26071,,,,1998,,,begroting,,,,,0,0
3515,"Wijziging van de Wet toezicht verzekeringsbedrijf 1993, de Wet toezicht natura-uitvaartverzekeringsbedrijf en in verband daarmee enkele andere wetten, teneinde de effectiviteit van het bedrijfseconomisch toezicht te vergroten",0,26075,15/06/1998,15,1505,1998,15,1505,gewoon wetsvoorstel,0,0,0,,1,0
3516,"Wijziging van de Wet van 16 december 1993 tot wijziging van de Wet op de rechterlijke organisatie, de Algemene wet bestuursrecht, de Wet op de Raad van State, de Beroepswet, de Ambtenarenwet 1929 en andere wetten, alsmede intrekking van de Wet administratieve rechtspraak overheidsbeschikkingen (voltooiing eerste fase herziening rechterlijke organisatie, Stb. 650) (uitstel verval artikel 8:2 van de Algemene wet bestuursrecht)",0,26077,16/06/1998,12,1204,1998,12,1204,gewoon wetsvoorstel,0,0,0,,0,0
3517,Wijziging van titel 7.10 (arbeidsovereenkomst) van het Burgerlijk Wetboek met betrekking tot vakantie en ouderschapsverlof,0,26079,16/06/1998,5,500,1998,5,500,gewoon wetsvoorstel,0,0,0,,14,1
3518,Bepalingen inzake redenominatie van schuldtitels in verband met de deelname door Nederland aan de Economische en Monetaire Unie (Wet schuldredenominatie),0,26078,16/06/1998,1,104,1998,1,104,gewoon wetsvoorstel,1,1,2,,0,0
3519,Voorstel van wet van het lid Duivesteijn tot wijziging van het voorstel van wet van het lid Duivesteijn houdende regels ter bevordering van het overleg tussen huurders en verhuurder van woongelegenheden (Wet op het overleg huurders verhuurder),1,26048,NA,14,1412,1998,14,1499,gewoon wetsvoorstel,0,0,0,,0,0
3520,Wijziging van de begroting van de uitgaven en de ontvangsten van het Infrastructuurfonds voor het jaar 1997 (slotwet),0,26082,,,,1998,,,begroting,,,,,0,0
3521,Wijziging van de begroting van de uitgaven en de ontvangsten van het ministerie van Verkeer en Waterstaat (XII) voor het jaar 1997 (slotwet),0,26081,,,,1998,,,begroting,,,,,0,0
3522,Wijziging van de begroting van de uitgaven en de ontvangsten van het gemeentefonds voor het jaar 1997 (Slotwet),0,26102,,,,1998,,,begroting,,,,,0,0
3523,"Wijziging van de begroting van de uitgaven en de ontvangsten van het Landbouw-Egalisatiefonds, Afdeling A, voor het jaar 1997 (slotwet)",0,26101,,,,1998,,,begroting,,,,,0,0
3524,"Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Landbouw, Natuurbeheer en Visserij (XIV) voor het jaar 1997 (slotwet)",0,26099,,,,1998,,,begroting,,,,,0,0
3525,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Economische Zaken (XIII) voor het jaar 1997 (slotwet),0,26098,,,,1998,,,begroting,,,,,0,0
3526,"Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer (XI) voor het jaar 1997 (slotwet)",0,26097,,,,1998,,,begroting,,,,,0,0
3527,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Defensie (X) voor het jaar 1997 (slotwet),0,26096,,,,1998,,,begroting,,,,,0,0
3528,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Financiën (IXB) voor het jaar 1997 (slotwet),0,26095,,,,1998,,,begroting,,,,,0,0
3529,Wijziging van de begroting van de uitgaven en de ontvangsten van de Nationale Schuld (IXA) voor het jaar 1997 (slotwet),0,26094,,,,1998,,,begroting,,,,,0,0
3530,Wijziging van de begroting van de uitgaven en de ontvangsten van het Ministerie van Buitenlandse Zaken (V) voor het jaar 1997 (Slotwet),0,26093,,,,1998,,,begroting,,,,,0,0
3531,Wijziging van de begroting van de uitgaven en de ontvangsten van het Kabinet voor Nederlands-Antilliaanse en Arubaanse Zaken (IV) voor het jaar 1997 (slotwet),0,26092,,,,1998,,,begroting,,,,,0,0
3532,Wijziging van de begroting van de uitgaven en de ontvangsten van de Hoge Colleges van Staat en Kabinet der Koningin (II) voor het jaar 1997 (slotwet),0,26091,,,,1998,,,begroting,,,,,0,0
3533,Wijziging van de Vreemdelingenwet (ongedocumenteerden),0,26088,01/07/1998,2,230,1998,9,900,gewoon wetsvoorstel,0,0,0,,1,2
3534,Integratie van de huurprijzenwet woonruimte en de Wet op de huurcommissies in een uitvoeringswet huurprijzen woonruimte onder gelijktijdige overheveling van een deel van de tekst van de Huurprijzenwet woonruimte naar een nieuwe titel 7.4 van Boek 7 van het Burgerlijk Wetboek (Uitvoeringswet huurprijzen woonruimte),0,26090,02/07/1998,14,1406,1998,14,1406,gewoon wetsvoorstel,0,0,0,,4,0
3535,Vaststelling van titel 7.4 (Huur) van het Burgerlijk Wetboek,0,26089,02/07/1998,14,1406,1998,14,1406,gewoon wetsvoorstel,0,0,0,,11,0
3536,Verruiming van de mogelijkheid om het griffierecht in burgerlijke zaken gedeeltelijk in debet te doen stellen,0,26109,15/07/1998,12,1204,1998,12,1204,gewoon wetsvoorstel,0,0,0,,0,0
3537,Aanpassing van de Nederlandse wetgeving aan richtlijn 96/9/EG van het Europees Parlement en de Raad van 11 maart 1996 betreffende de rechtsbescherming van databanken,0,26108,20/07/1998,15,1522,1998,15,1522,gewoon wetsvoorstel,1,1,7,,1,3
3538,Wijziging van de Wet op de samenstelling van de burgerlijke gerechten in verband met verhoging van de maximale aantallen raadsheren in en advocaten-generaal bij de Hoge Raad,0,26117,27/07/1998,12,1204,1998,12,1204,gewoon wetsvoorstel,0,0,0,,0,0
3539,"Intrekking van de Wet stimulering zeescheepvaart alsmede, in verband daarmee, het treffen van enkele overgangsmaatregelen",0,26116,27/07/1998,10,1007,1998,10,1007,gewoon wetsvoorstel,0,0,0,,0,0
3540,Wijziging van het Wetboek van Strafrecht en het Wetboek van Strafvordering en enige andere wetten omtrent de straf van onbetaalde arbeid ten algemenen nutte (taakstraffen),0,26114,27/07/1998,12,1210,1998,12,1210,gewoon wetsvoorstel,0,0,0,,13,0
3541,Instelling van een ongevallenraad Defensie (Rijkswet ongevallenraad Defensie),0,26110,27/07/1998,16,1699,1998,16,1699,gewoon wetsvoorstel,0,0,0,,8,0
3542,Wijziging van de Interimwet ammoniak en veehouderij (reparatie ten behoeve van gemeentelijk ammoniakreductiebeleid),0,26118,06/08/1998,4,407,1998,7,711,gewoon wetsvoorstel,0,0,0,,0,0
3543,Wijziging van de Muntwet 1987,0,26120,12/08/1998,4,407,1998,7,711,gewoon wetsvoorstel,1,0,3,,0,0
3544,Wijziging van de Organisatiewet sociale verzekeringen 1997 (overheidsvertegenwoordigers in sectorraden),0,26121,13/08/1998,13,1300,1998,13,1300,gewoon wetsvoorstel,0,0,0,,0,0
3545,"Regels met betrekking tot de vervanging van verwijzingen in overeenkomsten, statuten en testamenten naar de Amsterdam Interbank Offered Rate en andere referentierentes, alsmede tot wijziging van de Wet toezicht effectenverkeer 1995, in verband met de deelname van Nederland aan de Economische en Monetaire Unie (Wet vervanging referentierentes)",0,26124,21/08/1998,15,1501,1998,15,1501,gewoon wetsvoorstel,1,0,1,,0,0
3546,Wijziging van de Wet toezicht kredietwezen 1992 teneinde de verstrekking van informatie aan het publiek te verbeteren,0,26130,26/08/1998,15,1504,1998,15,1504,gewoon wetsvoorstel,0,0,0,,0,0
3547,Alsnog toekennen van rechtskracht aan enkele planologische kernbeslissingen (Wet rechtskracht diverse planologische kernbeslissingen),0,26129,26/08/1998,21,2100,1998,21,2100,gewoon wetsvoorstel,0,0,0,,3,2
3548,Wijziging van boek 2 van het Burgerlijk Wetboek in verband met de invoering van een regeling voor de vervanging van verloren gegane aandelenbewijzen alsmede intrekking van de Effectenvernieuwingswet,0,26133,27/08/1998,15,1502,1998,15,1502,gewoon wetsvoorstel,0,0,0,,3,0
3549,Regels inzake de verstrekking van subsidies door de Minister van Buitenlandse Zaken en de Minister voor Ontwikkelingssamenwerking (Kaderwet subsidies Ministerie van Buitenlandse Zaken),0,26135,01/09/1998,19,1900,1998,19,1900,gewoon wetsvoorstel,0,0,0,,0,0
3550,Uitvoering van verordening (EG) nr. 2271/96 van de Raad van de Europese Unie van 22 november 1996 (Wet uitvoering antiboycotverordening),0,26136,01/09/1998,18,1807,1998,18,1807,gewoon wetsvoorstel,1,1,4,,0,0
3551,Wijziging van de Wet voor het reserve-personeel der krijgsmacht 1985 alsmede wijziging van de Algemene militaire pensioenwet in verband met de overgang naar een geheel uit vrijwilligers bestaande krijgsmacht,0,26139,02/09/1998,16,1600,1998,16,1600,gewoon wetsvoorstel,0,0,0,,0,0
3552,"Goedkeuring van het op 18 september 1997 te Oslo totstandgekomen Verdrag inzake het verbod van het gebruik, de aanleg van voorraden, de productie en de overdracht van anti-personeelsmijnen en inzake de vernietiging van deze wapens",0,26137,02/09/1998,16,1605,1998,16,1605,goedkeuring verdrag,0,3,0,,0,0
3553,Wijziging van de Wegenverkeerswet 1994 met betrekking tot de afgifte en inname van kentekenplaten,0,26138,02/09/1998,10,1006,1998,10,1002,gewoon wetsvoorstel,0,0,0,,0,6
3554,"Wijziging van de wet van 14 februari 1994, Stb. 132, houdende wijziging van de Huurprijzenwet woonruimte in verband met de decentralisatie van de subsidiëring van de volkshuisvesting en de liberalisatie van huurprijzen van duurdere woningen (omzetting van de tijdelijke toepasselijkheid op geliberaliseerde huurovereenkomsten van enkele beschermende bepalingen uit de Huurprijzenwet woonruimte in een permanente toepasselijkheid)",0,26144,03/09/1998,14,1412,1998,14,1499,gewoon wetsvoorstel,0,0,0,,0,0
3555,"Aanpassing van de Wet op de inkomstenbelasting 1964, de Wet op de loonbelasting 1964 en de Wet financiering volksverzekeringen in verband met het afschaffen van het aparte tarief voor buitenlandse belastingplichtigen en herstel van enige onvolkomenheden in enkele belastingwetten",0,26148,09/09/1998,1,107,1998,1,107,gewoon wetsvoorstel,0,0,0,,0,0
3556,Regels inzake de heffing en de invordering van rijksbelastingen in euro's (Wet overgang belastingheffing in euro's),0,26147,09/09/1998,1,107,1998,1,107,gewoon wetsvoorstel,0,0,0,,2,0
3557,"Verandering in de Grondwet, strekkende tot opneming van bepalingen inzake de Nationale ombudsman",0,26157,14/09/1998,20,2002,1998,20,2002,grondwetswijziging,0,0,0,,0,0
3558,"Verandering in de Grondwet, strekkende tot opneming van bepalingen inzake het correctief referendum",0,26156,14/09/1998,20,2017,1998,20,2011,grondwetswijziging,0,0,0,,0,1
3559,"Verandering in de Grondwet, strekkende tot het doen vervallen van additionele artikelen die zijn uitgewerkt",0,26160,14/09/1998,20,2000,1998,20,2000,grondwetswijziging,0,0,0,,0,0
3560,Verandering in de Grondwet van de bepaling inzake voogdij over de minderjarige Koning,0,26159,14/09/1998,20,2031,1998,20,2099,grondwetswijziging,0,0,0,,0,0
3561,Veranderingen in de Grondwet van de bepalingen over het binnentreden in woningen,0,26158,14/09/1998,2,208,1998,2,208,grondwetswijziging,0,0,0,,0,0
3562,Uitbreiding van de Wet milieubeheer (retributies milieugevaarlijke stoffen),0,26161,14/09/1998,7,700,1998,7,700,gewoon wetsvoorstel,0,0,0,,0,0
3563,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Sociale Zaken en Werkgelegenheid (XV) voor het jaar 1999,0,26200 XV,,,,1998,,,begroting,,,,,3,31
3564,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Economische Zaken (XIII) voor het jaar 1999,0,26200 XIII,,,,1998,,,begroting,,,,,0,12
3565,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Binnenlandse Zaken en Koninkrijksrelaties (VII) voor het jaar 1999,0,26200 VII,,,,1998,,,begroting,,,,,0,27
3566,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Diergezondheidsfonds voor het jaar 1998,0,26201,,,,1998,,,begroting,,,,,0,0
3567,"Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Volksgezondheid, Welzijn en Sport (XVI) voor het jaar 1999",0,26200 XVI,,,,1998,,,begroting,,,,,7,22
3568,"Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Landbouw, Natuurbeheer en Visserij (XIV) voor het jaar 1999",0,26200 XIV,,,,1998,,,begroting,,,,,1,22
3569,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Verkeer en Waterstaat (XII) voor het jaar 1999,0,26200 XII,,,,1998,,,begroting,,,,,1,21
3570,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Fonds economische structuurversterking voor het jaar 1999,0,26200 E,,,,1998,,,begroting,,,,,0,0
3571,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Provinciefonds voor het jaar 1999,0,26200 D,,,,1998,,,begroting,,,,,0,0
3572,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Gemeentefonds voor het jaar 1999,0,26200 C,,,,1998,,,begroting,,,,,2,0
3573,"Vaststelling van de begroting van de uitgaven en de ontvangsten van het landbouw-Egalisatiefonds, Afdeling A, voor het jaar 1999",0,26200 B,,,,1998,,,begroting,,,,,0,0
3574,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Infrastructuurfonds voor het jaar 1999,0,26200 A,,,,1998,,,begroting,,,,,1,1
3575,"Vaststelling van de begroting van de uitgaven en ontvangsten van het Ministerie van Onderwijs, Cultuur en Wetenschappen (VIII) voor het jaar 1999",0,26200 VIII,,,,1998,,,begroting,,,,,2,32
3576,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Justitie (VI) voor het jaar 1999,0,26200 VI,,,,1998,,,begroting,,,,,0,14
3577,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Buitenlandse Zaken (V) voor het jaar 1999,0,26200 V,,,,1998,,,begroting,,,,,1,25
3578,Vaststelling van de begroting van de uitgaven en ontvangsten van het Ministerie van Financiën (IXB) voor het jaar 1999,0,26200 IXB,,,,1998,,,begroting,,,,,0,0
3579,Vaststelling van de begroting van de uitgaven en de ontvangsten van de Nationale Schuld (IXA) voor het jaar 1999,0,26200 IXA,,,,1998,,,begroting,,,,,0,0
3580,Vaststelling van de begroting van de uitgaven en de ontvangsten van Koninkrijksrelaties (IV) voor het jaar 1999,0,26200 IV,,,,1998,,,begroting,,,,,0,7
3581,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Algemene Zaken (III) voor het jaar 1999,0,26200 III,,,,1998,,,begroting,,,,,0,0
3582,Vaststelling van de begroting van de uitgaven en de ontvangsten van de Hoge Colleges (II) voor het jaar 1999,0,26200 II,,,,1998,,,begroting,,,,,0,0
3583,Vaststelling van de begroting van de uitgaven van het Huis der Koningin (I) voor het jaar 1999,0,26200 I,,,,1998,,,begroting,,,,,0,0
3584,"Vaststelling van de begroting van de uitgaven en de inkomsten van het Ministerie van Volkshuisvesting, Ruimtelijke Ordening en Milieubeheer (XI) voor het jaar 1999",0,26200 XI,,,,1998,,,begroting,,,,,2,23
3585,Vaststelling van de begroting van de uitgaven en de ontvangsten van het Ministerie van Defensie (X) voor het jaar 1999,0,26200 X,,,,1998,,,begroting,,,,,2,10
3586,Wijziging Wet Justitie-subsidies i.v.m. opnemen van een,0,26218,21/09/1998,12,1201,1998,12,1201,gewoon wetsvoorstel,0,0,0,,0,0
3587,Regels met betrekking tot het onderzoek naar en het winnen van delfstoffen en met betrekking tot de met mijnbouw verwante activiteiten (Mijnbouwwet),0,26219,23/09/1998,8,805,1998,8,805,gewoon wetsvoorstel,0,0,0,,55,3
3588,"Regeling verband houdende met de instelling van een in Nederland zetelend Schots Hof voor de strafrechtelijke vervolging van de personen, aangeduid als ""the two accused"" in Resolutie 1192 (1998), aangenomen door de Veiligheidsraad van de VN tijdens zijn 3920e vergadering op 27 augustus 1998 terzake van de strafbare feiten, bedoeld in de considerans van het zetelverdrag tussen het Verenigd Koninkrijk van Groot-Brittannië Noord-Ierland en het Koninkrijk der Nederlanden van 18 september 1998 strekkend tot oprichting van een Schots Hof zetelend in Nederland",0,26221,23/09/1998,19,1926,1998,19,1926,gewoon wetsvoorstel,0,2,0,,1,0
3589,Wijziging van de Kaderwet bestuur in verandering (verlenging regeling Stadsregio Rotterdam),0,26220,23/09/1998,20,2001,1998,20,2001,gewoon wetsvoorstel,0,0,0,,0,0
3590,"Wijziging van de Wet op het primair onderwijs, de Wet op de expertisecentra en de Wet op het voortgezet onderwijs inzake geneeskundige verklaringen",0,26224,24/09/1998,6,602,1998,6,602,gewoon wetsvoorstel,0,0,0,,0,0
3591,Wijziging van de Wet gemeentelijke basisadministratie persoonsgegevens,0,26228,29/09/1998,20,2000,1998,20,2000,gewoon wetsvoorstel,0,0,0,,1,0
3592,Wijziging van de Bankwet 1998,0,26233,01/10/1998,15,1501,1999,15,1501,gewoon wetsvoorstel,0,0,0,,0,0
3593,Wijziging van enige bepalingen in de Waterschapswet,0,26235,05/10/1998,21,2108,1999,21,2104,gewoon wetsvoorstel,0,0,0,,1,1
3594,"Nadere wijziging van een aantal socialezekerheidswetten en enige andere wetten, houdende technische alsmede enige andere wijzigingen (Veegwet SZW 1998)",0,26239,07/10/1998,13,1300,1999,13,1300,gewoon wetsvoorstel,0,0,0,,5,1
3595,"Wijziging van enkele wetten in verband met invoering van het regresrecht in de Algemene Wet Bijzondere Ziektekosten en versterking van het regresrecht in de Ziekenfondswet, alsmede enkele technische wijzigingen (Wet invoering en versterking regresrecht in AWBZ en ZFW)",0,26238,07/10/1998,3,302,1999,3,302,gewoon wetsvoorstel,0,0,0,,3,0
3596,Verandering in de Grondwet van de bepalingen inzake de verdediging,0,26243,10/10/1998,16,1600,1999,16,1600,grondwetswijziging,0,0,0,,0,0
3597,"Veranderingen in de Grondwet, strekkende tot het doen vervallen van additionele artikelen betreffende Koninkrijksaangelegenheden die zijn uitgewerkt",0,26242,10/10/1998,20,2099,1999,20,2099,grondwetswijziging,0,0,0,,0,0
3598,Wijziging van enkele belastingwetten c.a. (belastingplan 1999),0,26245,12/10/1998,1,107,1999,1,107,gewoon wetsvoorstel,0,0,0,,5,12
3599,Wijziging van de Wet vermindering afdracht loonbelasting en premie voor de volksverzekeringen en de Wet op de inkomstenbelasting 1964,0,26249,15/10/1998,1,107,1999,1,107,gewoon wetsvoorstel,0,0,0,,1,0
3600,"Wijziging van de Mediawet en de Tabakswet (implementatie wijziging richtlijn ""Televisie zonder grenzen"")",0,26256,19/10/1998,17,1707,1999,17,1707,gewoon wetsvoorstel,1,0,7,,6,1
3601,"Wijziging van het Burgerlijk Wetboek, het Buitengewoon Besluit Arbeidsverhoudingen 1945 en van enige andere wetten",0,26257,19/10/1998,5,500,1999,5,500,gewoon wetsvoorstel,0,0,0,,3,0
3602,Wijziging van de Waarborgwet 1986 met betrekking tot de uitoefening van toezicht op de naleving,0,26258,21/10/1998,15,1599,1999,15,1599,gewoon wetsvoorstel,0,0,0,,0,0
3603,Wijziging van de Wet toezicht kredietwezen 1992 en de Faillissementswet met betrekking tot het definitieve karakter van de afwikkeling van betalingen en effectentransacties in betalings- en effectenafwikkelsystemen,0,26260,23/10/1998,15,1502,1999,15,1502,gewoon wetsvoorstel,1,0,19,,0,0
3604,"Goedkeuring van de op 24 november 1997 te Brussel totstandgekomen Euro-Mediterrane Overeenkomst waarbij een associatie tot stand wordt gebracht tussen de Europese Gemeenschappen en hun lid-staten, enerzijds, en het Hasjemitisch Koninkrijk Jordanië, anderzijds (Trb. 1998, 136)",0,26142,28/10/1998,19,1920,1999,19,1921,goedkeuring verdrag,1,1,2,,0,0
3605,Wijziging van de Wet tot gemeentelijke herindeling van Lemelerveld,0,26273,02/11/1998,20,2001,1999,20,2001,gewoon wetsvoorstel,0,0,0,,0,0
