id,legislature,year,month,description,type_of_law,majortopic,subtopic
522,2,1986,4,"Ley 12/1986, de 1 de abril, sobre regulación de la atribuciones profesionales de los Arquitectos e Ingenieros técnicos.",Ordinary law,15,1599
523,2,1986,4,"Ley 13/1986, de 14 de abril, de Fomento y Coordinación General de la Investigación Científica y Técnica. ",Ordinary law,17,1798
524,2,1986,4,"Ley 14/1986, de 25 de abril, General de Sanidad. ",Ordinary law,3,300
525,2,1986,4,"Ley 15/1986, de 25 de abril, de Sociedades Anónimas Laborales. ",Ordinary law,15,1599
526,2,1986,4,"REAL DECRETO LEGISLATIVO 781/1986, DE 18 DE ABRIL, POR EL QUE SE APRUEBA EL TEXTO REFUNDIDO DE LAS DISPOSICIONES LEGALES VIGENTES EN MATERIA DE REGIMEN LOCAL.",Legislative Decree,20,2001
527,2,1986,5,"Ley 16/1986, de 5 de mayo, sobre concesión de varios créditos extraordinarios y suplementos de crédito, por importe total de 3.000.000.000 de pesetas, a diversos Servicios del Ministerio del Interior para cubrir insuficiencias en los Capítulos Segundo y Sexto, así como débitos de años anteriores. CORRECCION DE ERRORES: BOE 132, 86/06/03. ",Ordinary law,12,1200
528,2,1986,5,"Ley 17/1986, de 5 de mayo, sobre concesión de un crédito extraordinario, por importe de 323.834.000 pesetas, para sufragar los gastos de las elecciones al Parlamento Gallego en 1985. ",Ordinary law,20,2012
529,2,1986,5,"Ley 18/1986, de 5 de mayo, de adaptación del convenio económico con Navarra al nuevo régimen de la imposición indirecta.",Ordinary law,1,107
530,2,1986,5,"Ley 19/1986, de 14 de mayo, de Reforma de los Procedimientos de Ejecución Hipotecaria. CORRECCION DE ERRORES: BOE 209, 86/09/01. ",Ordinary law,15,1504
531,2,1986,5,"Ley 20/1986, de 14 de mayo, Básica de Residuos Tóxicos y Peligrosos. ",Ordinary law,7,704
532,2,1986,5,"Real Decreto Legislativo 931/1986, de 2 de mayo, por el que se modifica la Ley de Contratos del Estado para adaptarla a las Directivas de la Comunidad Económica Europea (BOE, núm. 114, de 13 de mayo de 1986). (PDF) (PDF) Corrección de errores ",Legislative Decree,20,2007
533,2,1986,5,"Real Decreto-ley 2/1986, de 23 de mayo, sobre el servicio público de estiba y desestiba de buques (BOE, núm. 126, de 27 de mayo de 1986). (PDF) (PDF) Corrección de errores (PDF) Convalidación ",Decree law,10,1007
534,2,1986,6,"Real Decreto Legislativo 1163/1986, de 13 de junio, por el que se modifica la Ley 42/1975, de 19 de noviembre, sobre desechos y residuos sólidos y urbanos (BOE, núm. 149, de 23 de junio de 1986). (PDF) ",Legislative Decree,7,703
535,2,1986,6,"Real Decreto Legislativo 1255/1986, de 6 de junio, por el que se modifican determinados artículos de la Ley 33/1984, de 2 de agosto, sobre ordenación del Seguro privado, para adaptarla a los compromisos derivados del Tratado de Adhesión de España a la Com",Legislative Decree,15,1505
536,2,1986,6,"Real Decreto Legislativo 1257/1986, de 13 de junio, de adaptación de la Ley 27 de abril de 1946 y de la Ley 3/1980, de 10 de enero, a las normas de la Comunidad Económica Europea en materia cinematográfica (BOE, núm. 153, de 27 de junio de 1986). (PDF) ",Legislative Decree,23,2300
537,2,1986,6,"Real Decreto Legislativo 1265/1986, de 27 de junio, sobre inversiones extranjeras en España (BOE, núm. 154, de 28 de junio de 1986). (PDF) ",Legislative Decree,18,1804
538,2,1986,6,"Real Decreto Legislativo 1296/1986, de 28 de junio, por el que se modifica la Ley 3/1985, de 18 de marzo, de Metrología, y se establece el control metrológico CEE (BOE, núm. 155, de 30 de junio de 1986). (PDF) ",Legislative Decree,17,1799
539,2,1986,6,"Real Decreto Legislativo 1297/1986, de 28 de junio, por el que se adapta al Derecho de las Comunidades Europeas el régimen vigente en materia de Zonas y Depósitos Francos (BOE, núm. 155, de 30 de junio de 1986). (PDF) ",Legislative Decree,10,1099
540,2,1986,6,"Real Decreto Legislativo 1298/1986, de 28 de junio, por el que se adaptan las normas legales en materia de establecimientos de crédito al ordenamiento jurídico de la CEE (BOE, núm. 155, de 30 de junio de 1986). (PDF) ",Legislative Decree,15,1501
541,2,1986,6,"Real Decreto Legislativo 1299/1986, de 28 de junio, por el que se modifica el texto refundido de los impuestos integrantes de la Renta de Aduanas (BOE, núm. 155, de 30 de junio de 1986). (PDF) ",Legislative Decree,1,107
542,2,1986,6,"REAL DECRETO LEGISLATIVO 1300/1986, DE 28 DE JUNIO, POR EL QUE SE MODIFICAN DETERMINADOS ARTICULOS DEL TEXTO REFUNDIDO DE LA LEY REGULADORA DE LA PRODUCCION DE SEGUROS PRIVADOS PARA ADAPTARLOS A LOS COMPROMISOS DERIVADOS DEL TRATADO DE ADHESION DE ESPAÑA ",Legislative Decree,5,599
543,2,1986,6,"Real Decreto Legislativo 1301/1986, de 28 de junio, que adapta el texto refundido de la Ley sobre uso y circulación de vehículos de motor al ordenamiento jurídico comunitario (BOE, núm. 155, de 30 de junio de 1986). (PDF) ",Legislative Decree,10,1002
544,2,1986,6,"Real Decreto Legislativo 1302/1986, de 28 de junio, de evaluación de impacto ambiental (BOE, núm. 155, de 30 de junio de 1986). (PDF) ",Legislative Decree,7,705
545,2,1986,6,"Real Decreto Legislativo 1303/1986, de 28 de junio, por el que se adecua al ordenamiento jurídico de la CEE el Título VIII de la Ley 22/1973, de Minas (BOE, núm. 155, de 30 de junio de 1986). (PDF) ",Legislative Decree,8,800
546,2,1986,6,"Real Decreto Legislativo 1304/1986, de 28 de junio, sobre determinadas condiciones exigibles para la realización de transporte público por carretera (BOE, núm. 155, de 30 de junio de 1986). (PDF) ",Legislative Decree,10,1001
547,3,1986,11,"LEY ORGANICA 4/1986, DE 26 DE NOVIEMBRE, POR LA QUE SE AUTORIZA LA RATIFICACION POR ESPAÑA DEL ACTA UNICA EUROPEA, FIRMADA EN LUXEMBURGO EL 17 DE FEBRERO DE 1986. ",Organic law,19,1910
548,2,1986,12,"Ley 21/1986, de 23 de diciembre, de Presupuestos Generales del Estado para 1987.",Ordinary law,1,105
549,2,1986,12,"Ley 22/1986, de 23 de diciembre, por la que se conceden determinadas exenciones fiscales y aduaneras al Instituto de Relaciones Europeo-Latinoamericanas (IRELA).",Ordinary law,19,1921
550,2,1986,12,"Ley 23/1986, de 24 de diciembre, por la que se establecen las bases del régimen jurídico de las Cámaras Agrarias.",Ordinary law,4,499
551,2,1986,12,"Ley 24/1986, de 24 de diciembre, de rehabilitación de militares profesionales.",Ordinary law,16,1608
552,2,1986,12,"Ley 25/1986, de 24 de diciembre, de Supresión de las Tasas Judiciales.",Ordinary law,12,1204
553,3,1986,12,"Real Decreto-ley 3/1986, de 30 de diciembre, sobre medidas urgentes para la ordenación de aprovechamientos hidráulicos en la cuenca del Segura (BOE, núm. 14, de 16 de enero de 1987). (PDF) (PDF) Corrección de errores (PDF) Convalidación ",Decree law,21,2104
554,3,1987,2,"LEY 1/1987, DE 12 DE FEBRERO, POR LA QUE SE PRORROGAN DETERMINADOS CONTRATOS DE ARRENDAMIENTOS RUSTICOS Y SE ESTABLECEN PLAZOS PARA EL ACCESO A LA PROPIEDAD. ",Ordinary law,4,402
555,3,1987,3,"LEY 2/1987, DE 17 DE MARZO, SOBRE FISCALIDAD MUNICIPAL EN LA ORDENACION DEL TRAFICO URBANO. ",Ordinary law,1,107
556,3,1987,4,"LEY ORGANICA 1/1987, DE 2 DE ABRIL, DE MODIFICACION DE LA LEY ORGANICA 5/1985, DE 19 DE JUNIO, DEL REGIMEN ELECTORAL GENERAL, PARA LA REGULACION DE LAS ELECCIONES AL PARLAMENTO EUROPEO. ",Organic law,20,2012
557,3,1987,4,"LEY 3/1987, DE 2 DE ABRIL, GENERAL DE COOPERATIVAS. ",Ordinary law,15,1599
558,3,1987,4,"Real Decreto Legislativo 670/1987, de 30 de abril, por el que se aprueba el texto refundido de la Ley de Clases Pasivas del Estado (BOE, núm. 126, de 27 de mayo de 1987). (PDF) ",Legislative Decree,20,2004
559,3,1987,4,"Real Decreto-ley 1/1987, de 10 de abril, por el que se concede un crédito extraordinario para hacer efectiva la devolución de las cantidades ingresadas en exceso por las contribuciones rústica y pecuaria y urbana y se regula el procedimiento especial de devolución (BOE, núm. 95, de 21 de abril de 1987). (PDF) (PDF) Convalidación ",Decree law,1,105
560,3,1987,5,"LEY ORGANICA 2/1987, DE 18 DE MAYO, DE CONFLICTOS JURISDICCIONALES. ",Organic law,12,1204
561,3,1987,5,"LEY 4/1987, DE 14 DE MAYO, SOBRE CONCESION DE UN CREDITO EXTRAORDINARIO POR IMPORTE TOTAL DE 1997125969 PESETAS, PARA ABONO DE PENSIONES ASISTENCIALES A ANCIANOS Y ENFERMOS INCAPACITADOS POR DIFERENCIAS PRODUCIDAS EN EL AÑO 1985. ",Ordinary law,13,1300
562,3,1987,5,"LEY 5/1987, DE 14 DE MAYO, POR LA QUE SE AUTORIZA LA PARTICIPACION DE ESPAÑA EN EL FONDO ESPECIAL PARA EL AFRICA SUB-SAHARIANA. ",Ordinary law,19,1906
563,3,1987,5,"LEY 6/1987, DE 14 DE MAYO, SOBRE DOTACIONES PRESUPUESTARIAS PARA INVERSIONES Y SOSTENIMIENTO DE LAS FUERZAS ARMADAS. ",Ordinary law,16,1600
564,3,1987,5,"LEY 7/1987, DE 29 DE MAYO, DE TASAS CONSULARES. ",Ordinary law,19,1929
565,3,1987,5,"Ley 9/1987, de 12 de mayo, de Organos de Representación, Determinación de las Condiciones de Trabajo y Participación del Personal al Servicio de las Administraciones Públicas.",Ordinary law,20,2004
566,3,1987,6,"Ley 10/1987, de 15 de junio, de disposiciones básicas para un desarrollo coordinado de actuaciones en materia de combustibles gaseosos.",Ordinary law,8,803
567,3,1987,6,"LEY 8/1987, DE 8 DE JUNIO, DE REGULACION DE LOS PLANES Y FONDOS DE PENSIONES. ",Ordinary law,15,1502
568,3,1987,7,"LEY ORGANICA 3/1987, DE 2 DE JULIO, SOBRE FINANCIACION DE LOS PARTIDOS POLITICOS. ",Organic law,20,2012
569,3,1987,7,"LEY ORGANICA 4/1987, DE 15 DE JULIO, DE LA COMPETENCIA Y ORGANIZACION DE LA JURISDICCION MILITAR. ",Organic law,16,1699
570,3,1987,7,"LEY ORGANICA 5/1987, DE 30 DE JULIO, DE DELEGACION DE FACULTADES DEL ESTADO EN LAS COMUNIDADES AUTONOMAS EN RELACION CON LOS TRANSPORTES POR CARRETERA Y POR CABLE. ",Organic law,10,1002
571,3,1987,7,"LEY 11/1987, DE 2 DE JULIO, POR LA QUE SE AUTORIZA LA AMPLIACION DE LA DOTACION DEL TESORO AL CREDITO OFICIAL DURANTE 1987 PARA LA CONCESION DE UN PRESTAMO FINANCIERO A BOLIVIA. ",Ordinary law,19,1921
572,3,1987,7,"LEY 12/1987, DE 2 DE JULIO, SOBRE ESTABLECIMIENTO DE LA GRATUIDAD DE LOS ESTUDIOS DE BACHILLERATO, FORMACION PROFESIONAL Y ARTES APLICADAS Y OFICIOS ARTISTICOS EN LOS CENTROS PUBLICOS Y LA AUTONOMIA DE GESTION ECONOMICA DE LOS CENTROS DOCENTES PUBLICOS NO UNIVERSITARIOS. ",Ordinary law,6,604
573,3,1987,7,"LEY 13/1987, DE 17 DE JULIO, DE DERIVACION DE VOLUMENES DE AGUA DE LA CUENCA ALTA DEL TAJO, A TRAVES DEL ACUEDUCTO TAJO-SEGURA, CON CARACTER EXPERIMENTAL, CON DESTINO AL PARQUE NACIONAL DE LAS TABLAS DE DAIMIEL. ",Ordinary law,21,2104
574,3,1987,7,"LEY 14/1987, DE 30 DE JULIO, SOBRE DECLARACION DE INTERES GENERAL DEL ESTADO DE LAS OBRAS NECESARIAS PARA EL SUMINISTRO DE AGUA PARA CONSUMO URBANO E INDUSTRIAL EN LA ZONA DE SAGUNTO. ",Ordinary law,21,2104
575,3,1987,7,"LEY 15/1987, DE 30 DE JULIO, DE TRIBUTACION DE LA COMPAÑIA TELEFONICA NACIONAL DE ESPAÑA. ",Ordinary law,17,1707
576,3,1987,7,"LEY 16/1987, DE 30 DE JULIO, DE ORDENACION DE LOS TRANSPORTES TERRESTRES. ",Ordinary law,10,1002
577,3,1987,7,"Real Decreto-ley 2/1987, de 3 de julio, de la potestad sancionadora de la Administración Pública en materia de juegos de suerte, envite o azar (BOE, núm. 159, de 04 de julio de 1987). (PDF) (PDF) Convalidación ",Decree law,15,1526
578,3,1987,9,"Real Decreto-ley 3/1987, de 11 de septiembre, sobre retribuciones del personal estatutario del Instituto Nacional de la Salud (BOE, núm. 219, de 12 de septiembre de 1987). (PDF) (PDF) Convalidación ",Decree law,3,325
579,3,1987,10,"LEY 17/1987, DE 7 DE OCTUBRE, SOBRE SUSCRIPCION POR ESPAÑA DE ACCIONES DE CAPITAL DE LA CORPORACION FINANCIERA INTERNACIONAL. ",Ordinary law,19,1906
580,3,1987,10,"LEY 18/1987, DE 7 DE OCTUBRE, QUE ESTABLECE EL DIA DE LA FIESTA NACIONAL DE ESPAÑA EN EL 12 DE OCTUBRE. ",Ordinary law,20,2030
581,3,1987,10,"LEY 19/1987, DE 7 DE OCTUBRE, SOBRE EL REGIMEN FISCAL DEL ENTE PUBLICO RADIOTELEVISION VASCA Y DE SUS SOCIEDADES DE GESTION. ",Ordinary law,17,1707
582,3,1987,10,"Ley 20/1987, de 7 de octubre, sobre tasas que deben satisfacer los solicitantes y concesionarios de patentes europeas por determinadas actividades a realizar en el Registro de la Propiedad Industrial.",Ordinary law,15,1522
583,3,1987,11,"LEY ORGANICA 6/1987, DE 11 DE NOVIEMBRE, POR LA QUE SE MODIFICA LA SECCION III DEL CAPITULO CUARTO, TITULO XIII DEL LIBRO II DEL CODIGO PENAL. ",Organic law,12,1210
584,3,1987,11,"LEY 21/1987, DE 11 DE NOVIEMBRE, POR LA QUE SE MODIFICAN DETERMINADOS ARTICULOS DEL CODIGO CIVIL Y DE LA LEY DE ENJUICIAMIENTO CIVIL EN MATERIA DE ADOPCION. ",Ordinary law,12,1208
585,3,1987,11,"LEY 22/1987, DE 11 DE NOVIEMBRE, DE PROPIEDAD INTELECTUAL. ",Ordinary law,15,1522
586,3,1987,11,"LEY 23/1987, DE 13 DE NOVIEMBRE, SOBRE CONCESION DE DOS CREDITOS EXTRAORDINARIOS, POR UN IMPORTE GLOBAL DE 55775697525 PESETAS, PARA SUBVENCIONAR A LA RED NACIONAL DE LOS FERROCARRILES ESPAÑOLES, POR INSUFICIENCIA DE LAS CONSIGNACIONES PRESUPUESTARIAS DEL EJERCICIO 1983 PARA ATENDER LOS PAGOS DEL ESTADO A LA COMPAÑIA POR EL DEFICIT DE SU CUENTA DE EXPLOTACION Y AMORTIZACION FINANCIERA DE CREDITOS. ",Ordinary law,10,1005
587,3,1987,11,"LEY 24/1987, DE 13 DE NOVIEMBRE, SOBRE CONCESION DE UN CREDITO EXTRAORDINARIO, POR IMPORTE DE 3661 MILLONES DE PESETAS, DESTINADO A COMPENSAR EL DEFICIT DE EXPLOTACION DEL EJERCICIO 1984 DE LA EMPRESA NACIONAL DEL GAS (ENAGAS). ",Ordinary law,8,803
588,3,1987,11,"Ley 25/1987, de 13 de noviembre, sobre concesión de dos créditos extraordinarios, por importe de 1.514.720.018 y 2.420.978.744 pesetas, respectivamente, para compensar a las Empresas damnificadas y a las Compañías aseguradoras a consecuencia del hundimiento del buque «Urquiola».",Ordinary law,10,1007
589,3,1987,11,"Real Decreto-ley 4/1987, de 13 de noviembre, por el que se adoptan medidas urgentes para reparar los daños causados por las inundaciones ocurridas en la Comunidad Autónoma Valenciana y en la Comunidad Autónoma de la Región de Murcia (BOE, núm. 273, de 14 de noviembre de 1987). (PDF) (PDF) Convalidación ",Decree law,15,1523
590,3,1987,12,"LEY ORGANICA 7/1987, DE 11 DE DICIEMBRE, POR LA QUE SE REFORMA PARCIALMENTE EL CODIGO PENAL EN RELACION AL DELITO DE INCENDIO. ",Organic law,12,1210
591,3,1987,12,"LEY 26/1987, DE 11 DE DICIEMBRE, POR LA QUE SE REGULAN LOS TIPOS DE GRAVAMEN DE LAS CONTRIBUCIONES RUSTICA Y PECUARIA Y URBANA. ",Ordinary law,1,107
592,3,1987,12,"LEY 27/1987, DE 11 DE DICIEMBRE, POR LA QUE SE MODIFICA PARCIALMENTE EL REAL DECRETO-LEY 6/1985, DE 18 DE DICIEMBRE, DE ADAPTACION DE LA IMPOSICION INDIRECTA EN CANARIAS, CEUTA Y MELILLA. ",Ordinary law,1,107
593,3,1987,12,"LEY 28/1987, DE 11 DE DICIEMBRE, POR LA QUE SE CREA LA AGENCIA PARA EL ACEITE DE OLIVA. ",Ordinary law,4,400
594,3,1987,12,"LEY 29/1987, DE 18 DE DICIEMBRE, DEL IMPUESTO SOBRE SUCESIONES Y DONACIONES. ",Ordinary law,1,107
595,3,1987,12,"LEY 30/1987, DE 18 DE DICIEMBRE, DE ORDENACION DE LAS COMPETENCIAS DEL ESTADO PARA LA PROTECCION DEL ARCHIPIELAGO DE LAS ISLAS COLUMBRETES. ",Ordinary law,21,2101
596,3,1987,12,"LEY 31/1987, DE 18 DE DICIEMBRE, DE ORDENACION DE LAS TELECOMUNICACIONES. ",Ordinary law,17,1707
597,3,1987,12,"Ley 32/1987, de 22 de diciembre, de ampliación del alcance y condiciones de la cesión del Impuesto sobre Transmisiones Patrimoniales y Actos Jurídicos Documentados a las Comunidades Autónomas.",Ordinary law,1,107
598,3,1987,12,"Ley 33/1987, de 23 de diciembre, de Presupuestos Generales del Estado para 1988.",Ordinary law,1,105
599,3,1987,12,"LEY 34/1987, DE 26 DE DICIEMBRE, DE POTESTAD SANCIONADORA DE LA ADMINISTRACION PUBLICA EN MATERIA DE JUEGOS DE SUERTE, ENVITE O AZAR. ",Ordinary law,15,1526
600,3,1987,12,"Real Decreto-ley 5/1987, de 11 de diciembre, sobre prórroga de bases imponibles a efectos de la Contribución Territorial Rústica y Pecuaria (BOE, núm. 297, de 12 de diciembre de 1987). (PDF) (PDF) Convalidación ",Decree law,4,402
601,3,1987,12,"Real Decreto-ley 6/1987, de 11 de diciembre, por el que se concede un suplemento de crédito por importe de 70.000.000.000 de pesetas, en la aplicación presupuestaria 20.01.811A.771 para financiar planes de reconversión y reindustrialización industrial (BOE, núm. 297, de 12 de diciembre de 1987). (PDF) (PDF) Convalidación ",Decree law,1,108
